relative_path,size_bytes,sha256
analysis/friction_v0_2/README.md,3597,17757a78867d3e7de9ee746083a253154ec64e47e19839ddc6f24e2f7338c581
analysis/friction_v0_2/agreement/friction_judge_agreement_by_metric.csv,3044,24051c24ebc892f6e3664a098a3a772417da1878ff41f665f5d803eae9fc7c51
analysis/friction_v0_2/agreement/friction_judge_agreement_summary.json,7827,f0d28175f46c94b6df3acf14d740681e56fc2ee7ea5470e631acc192437db4eb
analysis/friction_v0_2/agreement/friction_judge_pairwise_model_rank_correlations.csv,4805,3dc2624bc1d9dc7dc4587258a8623f213f2089cb516e56c7734965bbcde79fb4
analysis/friction_v0_2/agreement/friction_judge_pairwise_trajectory_correlations.csv,4922,30a7e769d3ca3da925ce20b730a9f6ffb0b0dd12e6f385d6a53259767f6e6f8a
analysis/friction_v0_2/crosswalks/crosswalk_draft_audit.json,643,5492a5c2e2519c990713e45b92dba0619d5afbed4ae04325996f4e4a7e5af351
analysis/friction_v0_2/crosswalks/ho_exposure_crosswalk_draft.csv,837680,a1ef98ef50c3407d9624b4d57e9732ea67cea97260028cf409e3729a236b394d
analysis/friction_v0_2/crosswalks/rc_capability_crosswalk_draft.csv,810322,9c8e0f77247205b9fe665ef0874c49e89239ec98fac6f4ca0cbb970af12f787c
analysis/friction_v0_2/figures/FCC_SUPPLEMENTARY_FIGURE_MANIFEST.md,1147,f4638d440f5cfa46439624b65bb197a05726fdc762131d4d6d5c41c6db031cd8
analysis/friction_v0_2/figures/FIGURE_SOURCE_MANIFEST.md,1061,9ad99e2784cde939710ee62ca59969987e6c3a6b302c5a47845904cecbf8dc6f
analysis/friction_v0_2/figures/cl120_fig_added_resolution.pdf,3490,cf92edd1b9cc966f79a4901ac76022cf47db4e8b0b3198f51caedc7e6f5b024f
analysis/friction_v0_2/figures/cl120_fig_friction_capability_heatmap.pdf,5971,0bcae5c2d4c502fc0c778d11374039240a352f5403696eb421dbe10ba6982f78
analysis/friction_v0_2/figures/cl120_fig_friction_judge_agreement.pdf,6344,e76b20544da095d961ff31d018253012f8acca170a5628e8878f5fac315867c7
analysis/friction_v0_2/figures/cl120_fig_model_by_friction_heatmap.pdf,7411,8b1a7283cba515786269d470210b143c3f5979ca90fec55ed561798823924c86
analysis/friction_v0_2/figures/cl120_sfig_fcc_matched_model_judge_association.pdf,3020,4e7a08067c9c05ff17b714650f0e1750e74303766429a046421faf0d2851d33d
analysis/friction_v0_2/figures/cl120_sfig_fcc_model_diagnostic_map.pdf,5110,f25e570ecc3ed8b9fa2edb3a4ba967772225fe0a24a4af8be2966335adfb7b48
analysis/friction_v0_2/figures/cl120_sfig_fcc_task_burden_associations.pdf,4201,f462f893a475a25c184df97642160a70260ebbe773e713a47ab0c3f72c60637b
analysis/friction_v0_2/figures/cl120_sfig_friction_ho_coverage.pdf,4007,7c8e630161f908a85a8081d15f96f6e4413f4fd64b6391427cbe516047600f04
analysis/friction_v0_2/figures/cl120_sfig_judge_specific_capability.pdf,11363,192f2fdafc5fdc41bccfba0568996c4e0c38e1c863ed49dfea3f66e34fda3e4d
analysis/friction_v0_2/friction_domain_overall_summary.csv,369,e5762105f6bebbe5386b7fbcba40db2c3f7e59cbf0b1bfc14f381cc422932256
analysis/friction_v0_2/friction_domains_analysis_summary.json,12957,73e0e30a69a3197a968d6cea3926a85d01f5c6b892cce0bc8115a4e6614f26ab
analysis/friction_v0_2/friction_domains_by_primary_friction.csv,16504,d82c2a4610bbe0630cc76f3c2c22159a1445c93f66d9b89e909c8d20f5465399
analysis/friction_v0_2/friction_domains_judge_long.csv,975495,8daa94c4ebd18b7a439e655c969cf73e0f391418a4e30fca0a431622e54e1bf8
analysis/friction_v0_2/friction_domains_judge_summary.csv,1038,6c201ef93ff755f9bb5adbce934b23ba68f487c418b2e503c1cae1fd46ade34f
analysis/friction_v0_2/friction_domains_model_summary.csv,7634,eb1823c86bd672027b741ed36b1bc50cd6439c0d82f652032a60388fc6e359f2
analysis/friction_v0_2/friction_domains_trajectory.csv,359444,07845c74289e0e3ca57a1cdec85c2df4972def4fd08e08a70f3c4961c30a7dac
analysis/friction_v0_2/friction_domains_within_ordinal.csv,772,303575f08012e2dd166e3b330564d1ed29906b2fdc23dea6dc4ba635825b9ebc
analysis/friction_v0_2/friction_primary_friction_by_judge.csv,3526,8f0027cdf64b2d08e3a1251394a39cab79891f6d8280782d07a439fc1ba7092e
analysis/friction_v0_2/friction_primary_friction_summary.csv,1710,a94d56a36aea7fc6c8a13c19d75a4efbc12350c19c5abc57652af506313082bb
analysis/friction_v0_2/robustness/friction_composite_weight_sensitivity.csv,24913,5e387544c78eec81c5183961c05876dac9b1a96753852e51c75d5e5c0aba528b
analysis/friction_v0_2/robustness/friction_domain_denominators_by_model.csv,4451,2be2c7a990e22afd985af2f5c42192a9dc895afa7a219ad16b2221ddb6953614
analysis/friction_v0_2/robustness/friction_judge_specific_model_rankings.csv,2143,35fd00bc7f6ba3f0d583ce8f0f89043f0fc1cfa53147e470026d5678adc05e8b
analysis/friction_v0_2/robustness/friction_leave_one_category_out.csv,8924,f7c3ea2a36fe2e09c27edd14744e7bfaa80247b20f522b5f8f12bcd209328efd
analysis/friction_v0_2/robustness/friction_leave_one_judge_out.csv,3983,6cc777e2d322f116c72760be5ca4c91facc2677e9bb45c0cae91f2904752f7db
analysis/friction_v0_2/robustness/friction_pairwise_judge_rank_consistency.csv,361,a1b3c4c8a4580c440e008d650c6ac4f64bbf0c7f616aa2e797e4876cf9507300
analysis/friction_v0_2/robustness/friction_robustness_summary.json,1966,a2be3d57dc64c928ff086f913c1d3da1b3050048951b1fff78652ce5bc68fbb7
analysis/friction_v0_2/robustness/friction_sensitivity_not_triggered_and_aggregation.csv,6569,55cbebd15cf0b749d52e8f8313c08948e0a12e092203ff07219e0385873d7d68
analysis/friction_v0_2/supplementary/FCC_REPRESENTATIVE_CASE_AUDIT.json,8880,9d40f7f9a3fc4ea97f74cb716971a33d1939cdc99219a0ec3f7dddbf6f84e602
analysis/friction_v0_2/supplementary/FCC_SUPPLEMENTARY_AUDIT.json,2163,de4eb233302b5e22ccb93fc0d9ea0eadcfe0ba97efaeb900404fffc50a352914
analysis/friction_v0_2/supplementary/fcc_case_level_summary.csv,49941,17490728f0b825602cb3699926c7170d1e104559a11c381f57309393671fb608
analysis/friction_v0_2/supplementary/fcc_contract_burden_associations.csv,3388,386c60cb2e9c69afa5d7a7f1a9e87cb7e9bd5506c6ece46f57f5624337029f85
analysis/friction_v0_2/supplementary/fcc_judge_self_association_summary.csv,1597,745cafaeaf1c50eba9a2e9fd37c66bd37b06f0d4b23e718f78fc79dd20a0dfca
analysis/friction_v0_2/supplementary/fcc_model_diagnostic_summary.csv,3280,f5c238d6707e63f8153a8b1054c30183f823b7365413c445855131ffbf700010
analysis/friction_v0_2/supplementary/fcc_representative_case_candidates.csv,22220,d6c4ba456d231cc476534d88de27791103e77bdc7fb3e571d99fd1d44c2da11f
analysis/friction_v0_2/supplementary/fcc_trajectory_review_map.csv,303307,73990c970eb15cce7a86272ccaa67d8b7692cd347c6d518044ad9134906b12d0
analysis/friction_v0_2/supplementary/fcc_workspace_associations.csv,380,96189a4706ce2964437e6118b7ade5479de1cc3d808e7302ef6afc1362cfb9f5
analysis/judge_agreement_summary.csv,1896,301e11570c0d31bdf1846f89a0a6e210381b25b5cdddebed17e721fac2d5aee8
analysis/judge_model_identity.csv,209,14e660a188091ee3e53d15cd54dd3eeecdef49dc758a6b9b7c15612126dcd77e
analysis/judge_output_quality_error_types.csv,52694,5d672ea7b21d663aa6665bba3e03b8a610d04f086313704f30d6fef28ad83a48
analysis/judge_output_quality_summary.csv,686,20ee1c2680570e3fc0d379bc2237f490d93f5c42e236853af6b675e562b15fde
analysis/judge_self_association_summary.csv,1155,4a807243aded8caa47dae0065af1305e3255380de8df79d447f28e075190dbb8
analysis/judge_specific_model_rankings.csv,2463,3f48abeeb5183179a1bcff12829ff67f0efb5daa6df8cd49e2f83c0d22a53960
analysis/model_behavior_failure_map.csv,2288,32aa3d1ee33023627da8b02b3065c6cc89538b84aea1045e0af2eaf1d12241f3
analysis/model_by_clinical_dimension_summary.csv,246383,9bc1ad338ef9f8f8fe036b08f8d4f84641786ca189ef0c4aa480b2f6b3778999
analysis/model_by_contract_complexity_summary.csv,7376,4de8491f046048c690bab447c403a1d3d45327c4d7d8ab3092243a3ec1bd9c5d
analysis/model_level_summary.csv,1297,d91756c55ef98b387626afb9467f412c31d5bd4e9f1667ba259ffba234af470d
analysis/pairwise_judge_model_ranking_consistency.csv,1866,60bbf69d96b5a1221e074fa91450e19376c6ca6442b9b6489444762b7fabb066
analysis/ranking_sensitivity.csv,11739,5b5fc3ac0942c7758d349c8be1972ebc3c9112b95d41bee5507ef5b447a67ee9
analysis/trajectory_failure_flags.csv,856742,577d1b82da3cc7cfd1a2a2facf69eeb37a04f709e5676ada786846ce8fdcf429
analysis/trajectory_level_results.csv,591500,a7b25a384c2b860687f493ee1e9a6988925e4b4d95053bf9c2cd6070b41089ff
analysis/workspace_behavior_by_model.csv,2362,de4a3e9ba85524274066e5861f35a401bc368d1d25412f44792cbb1a6960ac40
figures/main/FIGURE_SOURCE_MANIFEST.md,730,de5f935699b90770091054fac91d86d4f4baec372a9f77b9f96baaae180353ef
figures/main/cl120_fig_added_resolution.pdf,3490,cf92edd1b9cc966f79a4901ac76022cf47db4e8b0b3198f51caedc7e6f5b024f
figures/main/cl120_fig_friction_capability_heatmap.pdf,5971,0bcae5c2d4c502fc0c778d11374039240a352f5403696eb421dbe10ba6982f78
figures/main/cl120_fig_friction_judge_agreement.pdf,6344,e76b20544da095d961ff31d018253012f8acca170a5628e8878f5fac315867c7
figures/main/cl120_fig_model_by_friction_heatmap.pdf,7411,8b1a7283cba515786269d470210b143c3f5979ca90fec55ed561798823924c86
figures/supplementary/SUPPLEMENTARY_FIGURE_MANIFEST.md,1147,f4638d440f5cfa46439624b65bb197a05726fdc762131d4d6d5c41c6db031cd8
figures/supplementary/cl120_sfig_fcc_matched_model_judge_association.pdf,3020,4e7a08067c9c05ff17b714650f0e1750e74303766429a046421faf0d2851d33d
figures/supplementary/cl120_sfig_fcc_model_diagnostic_map.pdf,5110,f25e570ecc3ed8b9fa2edb3a4ba967772225fe0a24a4af8be2966335adfb7b48
figures/supplementary/cl120_sfig_fcc_task_burden_associations.pdf,4201,f462f893a475a25c184df97642160a70260ebbe773e713a47ab0c3f72c60637b
figures/supplementary/cl120_sfig_friction_ho_coverage.pdf,4007,7c8e630161f908a85a8081d15f96f6e4413f4fd64b6391427cbe516047600f04
figures/supplementary/cl120_sfig_judge_specific_capability.pdf,11363,192f2fdafc5fdc41bccfba0568996c4e0c38e1c863ed49dfea3f66e34fda3e4d
judge_packets/case_CL120_EHR_001__anon_037065201d48441b.judge_packet.json,113334,1b42f50978e0d281b77a86af76f5ae4f2b62ce6f60e4b05ef9307cc141273af8
judge_packets/case_CL120_EHR_001__anon_08e8f50ddc442d2a.judge_packet.json,133492,430fa1bda5ce358985c2d82a94e853f66ac55fecac0da774c9fd195ea0e64b6e
judge_packets/case_CL120_EHR_001__anon_3465ccd25b14e88e.judge_packet.json,82623,fe2c4145c69ae0497bf2f9f7c599778c2bbd27b2608288153246b59143b3ef6b
judge_packets/case_CL120_EHR_001__anon_34d3ebd3c75fe288.judge_packet.json,135700,1e4312425235dd69e36443c47d6d4e3401dc43a1118114780b46804b0515b2ba
judge_packets/case_CL120_EHR_001__anon_3ac26ec9d4445cba.judge_packet.json,97928,11f15fcb4d67d236a780919d6025d012812b35ccf1c0d82f2d1988056e77b537
judge_packets/case_CL120_EHR_001__anon_65393fdc139bbca4.judge_packet.json,87985,4c75f57fbd08ccaee2ed4b4e176d269348ead65101c84a4c4a86705863c0f1fe
judge_packets/case_CL120_EHR_001__anon_76335b0278ad1722.judge_packet.json,86332,2b8b3dec7931053095053377da6ee3428555b06f7ee564f38f3336a9540ab0e7
judge_packets/case_CL120_EHR_001__anon_846298bc40d89b30.judge_packet.json,123216,888edbd1f9ef30cefe0ff6e942db2318d300a2dec1d8a40aebf1096b38f7c82c
judge_packets/case_CL120_EHR_001__anon_eb0367eb696c3ff4.judge_packet.json,251862,90ab146a29033bad9d7ba3f06c7789b6a09077ae1799ea4f016fb875b0c79340
judge_packets/case_CL120_EHR_001__anon_f2fac2cbd42c3e1f.judge_packet.json,127455,6f9d73d8be1bb0b3cbb4c8364e444a35d8138fbe67a616c6d96a4980374d9dda
judge_packets/case_CL120_EHR_002__anon_241b2f8fd08b5b1d.judge_packet.json,148965,2695e7fbdaf0f3771a26f3652bed83d4a608268ccdeeeddb3400a9deb2a6eb2d
judge_packets/case_CL120_EHR_002__anon_38c9d580c68644c3.judge_packet.json,200628,f0e40e029a681ed8e9463f8f0ad8e3815b55653a9d8c4d949c46503cc76100fa
judge_packets/case_CL120_EHR_002__anon_425ebf15d3248e97.judge_packet.json,152267,4895c004d4f5843cc7ac5363acf24fc342ba43409f5c81b0f5908086f2b92c28
judge_packets/case_CL120_EHR_002__anon_47dc581a11ad55fb.judge_packet.json,128067,2d2b11657abca55ab4c052222dc4f79482893273925801d3150c9ae1502ed0b5
judge_packets/case_CL120_EHR_002__anon_675367c76a08ffb7.judge_packet.json,159190,c190c884b7c4c8adc59511191e2c811f1111453ff746841eeee888480a1bb69b
judge_packets/case_CL120_EHR_002__anon_721ea269f2d7696b.judge_packet.json,725238,f8c19b7b42f8747c8b8660eeddfd25082a728eaa6fda85424772312992b85ae3
judge_packets/case_CL120_EHR_002__anon_7ded34b5c1d728b7.judge_packet.json,101033,40ccf0cf60c9e74803c57178a3e985965492cb68ca74286bf0c8196b9b73c3fa
judge_packets/case_CL120_EHR_002__anon_844981f219556782.judge_packet.json,100201,6f212546d9b26cbc3e78b2c48fb92f17b255918d4c5074a5edd37c307f761e95
judge_packets/case_CL120_EHR_002__anon_90068fc2af88369f.judge_packet.json,176156,a9c1023ca82417fe5a279970c6231caf34060a2816dd04db11087e16e8cf9d0d
judge_packets/case_CL120_EHR_002__anon_b11480da78820b41.judge_packet.json,102022,fa781409a45091c487af21d1414000a7b245303aee6ef3d9df2761abfbe61dca
judge_packets/case_CL120_EHR_003__anon_0a2ef7756cff3e47.judge_packet.json,102401,156c32622e258b93b46c81fb2f876de5b8430fd69e32b8286ef6e180ce87bfc6
judge_packets/case_CL120_EHR_003__anon_34d9ef3cf1c6212c.judge_packet.json,189121,1d8138a0221af9099b179050f613d1f2d206954e1bfe2bd9809f01b0595ec860
judge_packets/case_CL120_EHR_003__anon_417bdeef8830f46a.judge_packet.json,103252,4b9125df0e6d19b76bde232e02b7d0b113fb6a3e94deca38dd6e936693e8d8c2
judge_packets/case_CL120_EHR_003__anon_424fe0fa0ed287a9.judge_packet.json,80261,baf99422daaa25f516884f0e212a1f0111f5650438b78e4edc11fc9d69913ad5
judge_packets/case_CL120_EHR_003__anon_64013c45a7f498cd.judge_packet.json,98080,fa280d9321dc9a5237c8aa37ef4803cc67dd3062567ebbef481501b757634fd3
judge_packets/case_CL120_EHR_003__anon_77fa961fdeeb6136.judge_packet.json,117632,70223c24a990cf0c120571897a0428bb8583f3b04753aa1b10c0866e82093638
judge_packets/case_CL120_EHR_003__anon_816fc709e407b439.judge_packet.json,100266,bd38e574017d419e277731633b596189384b5202a75916e73b6fad2108e78be5
judge_packets/case_CL120_EHR_003__anon_cb463d3d489ee356.judge_packet.json,192302,a4571f9a1a2dbe48d4dd7e39297c620385a07b1190342c8360bd1e55dc61404a
judge_packets/case_CL120_EHR_003__anon_cda1536af26d8281.judge_packet.json,132921,476937768cd8ee8ea04ceb2d19ed9ca6cdb8b9b4b1f35c7bf1be32dac83e68e7
judge_packets/case_CL120_EHR_003__anon_f5275f800c5f4747.judge_packet.json,109250,e410ba70be7fcfa2711586ed59afeaeac68abc18eafba6578fbc0a9117edecba
judge_packets/case_CL120_EHR_004__anon_05afe70d4ad65f61.judge_packet.json,80018,402dfa5b7361165d220ad61a426c2bdee7acd439b9b9b1e939774e1d47379cc8
judge_packets/case_CL120_EHR_004__anon_100cf60325a4a486.judge_packet.json,86898,d8fc5e19c1218465ca84c47d9adbf328db4f707b0ff35677554e419adc83e37a
judge_packets/case_CL120_EHR_004__anon_2ff2e6bf21e0b6bf.judge_packet.json,95196,a54aef8c43839e488ad11149936419f9d5e39cb3706d201f55cf0cf0af77d0bd
judge_packets/case_CL120_EHR_004__anon_30190f9bb8c3f2f9.judge_packet.json,99374,53f54856a70f933761676e0dbfec13650a2e0126617dfcaf7b07e42da69a0ec0
judge_packets/case_CL120_EHR_004__anon_6242dc72a7c203d9.judge_packet.json,80799,6f0108f5392b6f6c19ebf615d9fa857b764211ab901a32b37d1d360248382d26
judge_packets/case_CL120_EHR_004__anon_7338787e52c555d1.judge_packet.json,162686,aaa0f0e2af083b19635bf8d19509b0726f34eb8534d6ae0481329505345b09a5
judge_packets/case_CL120_EHR_004__anon_bc636433a1a7b79e.judge_packet.json,79850,7274b0a539f2e272b3bdb36d919a74c156268ee6040375f49ea79f84b66871bb
judge_packets/case_CL120_EHR_004__anon_eb62752c671ce77f.judge_packet.json,82606,6c6f8037c58ebfab746ee3ef120279b978cf44060a98e4a8c6bf2a8d4f686223
judge_packets/case_CL120_EHR_004__anon_ed14eb672cd56512.judge_packet.json,92575,6d76ad87697f0e8b4a75c3f0b249505b8ec0ed7405c6f3207d3c4ed237b0274a
judge_packets/case_CL120_EHR_004__anon_efd7d19a9a629fbf.judge_packet.json,74924,a2378d79dd1219fab23602ba9a9537a448c5d75d20b0644e93456e53fcad849f
judge_packets/case_CL120_EHR_005__anon_136409f7df8776ad.judge_packet.json,82263,23264ef2a921a7c71322ba9f67d3d6f285fbe1200f158848f5b9033270d66a76
judge_packets/case_CL120_EHR_005__anon_19d84eff84508f89.judge_packet.json,76127,022c1c4f7b90855226952144bcd6dc7e15cda6ab37b6bebf4569f5ef74f4e49f
judge_packets/case_CL120_EHR_005__anon_3036616fe9f38caf.judge_packet.json,69568,2d66048afcecdb49156f75252f56f7a4a4a1e432de5baa6cef220cac02ce5dfe
judge_packets/case_CL120_EHR_005__anon_358d05b4d98dd9fa.judge_packet.json,68150,bb7e7d3b53f6e29f478a104a3dab2da987ff93b69c791d7baa0b61333c6f189a
judge_packets/case_CL120_EHR_005__anon_43cade2b6276a1cd.judge_packet.json,75974,2bad05ac15a19aece117967355fb7dcecd7fccb83db1195bed8bc44032fe06bf
judge_packets/case_CL120_EHR_005__anon_94aab43c299b090f.judge_packet.json,86928,b1061961aef5661a942f9eb32fbb6233f8887208c9c024057f1c6db85c7ad96a
judge_packets/case_CL120_EHR_005__anon_95902e39c5f185e5.judge_packet.json,75286,8bd7a6c90328d11cf85128d9e8a70372fe6cd27d6beef9414c65bfa00e714b63
judge_packets/case_CL120_EHR_005__anon_96315ba8311d3586.judge_packet.json,83816,cc84cb1d2c666fe13efb6ab621589c67b6054809eecb5c75da3954b525ed6576
judge_packets/case_CL120_EHR_005__anon_a11f9e66e1ae087d.judge_packet.json,67423,60688e9c9f750e598290a109e259f7d30845785a6432f9b0918dba79b1d5b257
judge_packets/case_CL120_EHR_005__anon_cff28e2766b8817d.judge_packet.json,88559,bcd1a72c3301d99708b96c627728edd587655a4cb13ad205e509d5aad2a21af5
judge_packets/case_CL120_EHR_006__anon_04e554fd78b2b2e9.judge_packet.json,68471,a1cecfa3615094cd5e387111a361bf35c58dcf49bfa19bb0b6320a2ed600fb0a
judge_packets/case_CL120_EHR_006__anon_1af426b379029a97.judge_packet.json,109166,88dbcb955dec13cdd6e9242c2d00df48f005dc11ef64154109b1854af0f6cc06
judge_packets/case_CL120_EHR_006__anon_25fd4bc9c85f1ea3.judge_packet.json,72083,cc4d76ffb9dceab4f4796fe8e68a5f88bd0de9e38104a6437b2503de12038b39
judge_packets/case_CL120_EHR_006__anon_2c78d3983675aa67.judge_packet.json,124956,33f382dd29df2bef8a39888d6a23538f49939f61268acbf648e812db8dbdc40d
judge_packets/case_CL120_EHR_006__anon_4fbb68f805e026db.judge_packet.json,62534,bdb0c1dd9b62ac1a81e1e3e40d01856240bd86b6e31b7613cc39965112407479
judge_packets/case_CL120_EHR_006__anon_5c3900ee77e19997.judge_packet.json,66855,e28b7e7f608f3920f4dbdd1dc98e833f69f3abb9ca0a13d39cad2aac0081b93b
judge_packets/case_CL120_EHR_006__anon_6ae54ee98231fbad.judge_packet.json,62011,930107f4670365bee2f3cb78648d6192d20d7f674de6114f12ae30ad569e0da7
judge_packets/case_CL120_EHR_006__anon_6af291f57034fecd.judge_packet.json,97490,7158deed88ca68066173e4b68b0da1b4d53c6328fef55b88537973893a1c5cec
judge_packets/case_CL120_EHR_006__anon_74afdb202a30d2a1.judge_packet.json,91460,4f8d0acf0394d0ae5226b7ee4bfdba2a0a18a145b895b5f55324319b8c4a254d
judge_packets/case_CL120_EHR_006__anon_aec6f3028b55916b.judge_packet.json,73312,a094889d59bece920b7f666a3e73102f14c41fb033fd7cb1df29ed90f6ad0dfb
judge_packets/case_CL120_EHR_007__anon_39f79fbd6f9d7b31.judge_packet.json,106184,b656fc6327b9c6c35141222793be0581c78c9f1d6791e9c6376c719021afdf2e
judge_packets/case_CL120_EHR_007__anon_740fc9a3fe249165.judge_packet.json,72175,2d08b1e31a9649faf3d16bcac37b96ad5fef64d0aa2014e9536323a9976b800f
judge_packets/case_CL120_EHR_007__anon_77b4567bdd5ccbd7.judge_packet.json,104130,3743da015060a6d64a14fc5fb4bdcb753940b3f4a043f99937e4277761ae5931
judge_packets/case_CL120_EHR_007__anon_9172d00587ce69fe.judge_packet.json,118271,4ec07693084797b73fe443f618013009559610033dbced0a2b270bb14b2bc143
judge_packets/case_CL120_EHR_007__anon_96656505a44abe8c.judge_packet.json,83993,d4434780baf6c0d66f1637b05a59321accc2d4c9cf75999f08415bb739f38665
judge_packets/case_CL120_EHR_007__anon_a8a2414388a897fc.judge_packet.json,82720,1657f8f470c27527a2ce71dbbc1ff7e12e18b51c83f6d44c5a362ad4f82052d1
judge_packets/case_CL120_EHR_007__anon_ad0ec10d4d10e36d.judge_packet.json,118620,48e07cb6ee741524a5c8165168295f37c34316ded8f7f33894a555203c3fa00e
judge_packets/case_CL120_EHR_007__anon_ae2257b63f03237f.judge_packet.json,123155,b3659212592fcb19bccf8c92e904bbe2a2eca7401582c8771cb59e247dfd8a42
judge_packets/case_CL120_EHR_007__anon_cc6f5ed3b51ca109.judge_packet.json,135535,a14f3d42ec8b3f721d3fa690c4afc824109859b1defc5409e4af8b4c57ce7c69
judge_packets/case_CL120_EHR_007__anon_ff59ad460bb6f0ed.judge_packet.json,74766,11b24ade02ddf35bf3dc5ccc5b2a214fe5f8e2bee6957e4c0b160de5424090b3
judge_packets/case_CL120_EHR_008__anon_14d429c87f68ff06.judge_packet.json,264437,aa5760596fb7f0df6b9f1b83b5c91d780611cdd17dfaa0360c6ef4adba97912f
judge_packets/case_CL120_EHR_008__anon_289853ddfc495b90.judge_packet.json,118599,5432ab06c3ff5ddf286faf1514348b0136ba448b696e133c8d60a45e89bfd649
judge_packets/case_CL120_EHR_008__anon_30cecd35e4fce7ef.judge_packet.json,291416,c409b4d6a2f84d9c3d62157c24dbee7748115e4f6a55f5260b5bbb36e716b061
judge_packets/case_CL120_EHR_008__anon_737227a8979c4b2f.judge_packet.json,160885,0b0f8bcc85f05f1455671f484ffda559a57d26842bc373c97905624d257589d4
judge_packets/case_CL120_EHR_008__anon_7c23bba3378f3372.judge_packet.json,136189,7537cc3ebbf53ae3e03f28ce89027ccb9c3095d0e2d1a3075de7c928bcb2437a
judge_packets/case_CL120_EHR_008__anon_a755899e27dd1786.judge_packet.json,122293,5e069a27b135696bb08a48b5147a0ad812f38d33208686c8d3d253a04fe8d8c6
judge_packets/case_CL120_EHR_008__anon_a93e8e50731bcfd7.judge_packet.json,258610,dbd54c77dd46cfbe3af279d431a2bb95e4831d923de45662d45ad34b59807b18
judge_packets/case_CL120_EHR_008__anon_bfa464f479606c1c.judge_packet.json,128754,7a56a947be0c1e485ad8b802c7025ed35acd6799b1ad237a60b1776afcaf039a
judge_packets/case_CL120_EHR_008__anon_d28ff7abdf332fd4.judge_packet.json,115088,fc8f54d889be3f4a89e0363792ed9964dd05cb9d4c7e01e29fcfdd48de572c96
judge_packets/case_CL120_EHR_008__anon_e2cc68c5f15bdf41.judge_packet.json,122209,4a8daf20b4f2c9cfddfa6e59df41db78d2dfe1257246c349817af75ea13db168
judge_packets/case_CL120_EHR_009__anon_0bb26e302bc8dad5.judge_packet.json,147984,a518ff6d467b328bbbb9ccfc4ba566b894057464c7380361d89dcff58b57f9ed
judge_packets/case_CL120_EHR_009__anon_14b6aaef8b45e47b.judge_packet.json,155863,19c5d5053562dbd342ea45b33aad4271f722f5ae7ab8ed29bf8f5a87d24c5f62
judge_packets/case_CL120_EHR_009__anon_206768e96a710a4f.judge_packet.json,98710,263bf2e3ca7c16a71c56f6ce7fcaf8c7539e3fca4d2fa4f54d69101da049464a
judge_packets/case_CL120_EHR_009__anon_210d3aaadf58f40f.judge_packet.json,88013,813f3a02cec2511e28b364138091a595ec53af9e721f084a9f0d2dfc3b89ab79
judge_packets/case_CL120_EHR_009__anon_2c279c5c015eb402.judge_packet.json,143491,fddfe3ba872deb89b3e12f6f60ed674b18ba2c3efe085e6eb2942264c35b037c
judge_packets/case_CL120_EHR_009__anon_402a9ea236ce212c.judge_packet.json,201980,b3f6e363427c3978781cb655852cb1f328cb79b583eb8c5f929421127657da90
