metric	evaluator_1	evaluator_2	pair_class	n_cases_total	n_cases_defined	mean_rho	median_rho	median_case_bootstrap_ci_low	median_case_bootstrap_ci_high	q1_rho	q3_rho	rho_ge_0_5_rate	rho_ge_0_7_rate	negative_rho_rate
FCC	Associate-chief/chief physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	120	0.511805222350694	0.5621690002170372	0.516719712128055	0.6105200362578972	0.3612549002060083	0.6985690735587213	0.6083333333333333	0.25	0.041666666666666664
FCC	Associate-chief/chief physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	119	0.17014143787200747	0.1923361465051267	0.11009225791186353	0.2249250511616239	-0.05662655742947071	0.38234857863174815	0.21008403361344538	0.01680672268907563	0.31092436974789917
FCC	Associate-chief/chief physician	GLM-5	physician_title_vs_llm_judge	120	120	0.1703323719829624	0.22895115458548645	0.12963209940051626	0.30576406350064433	-0.08415159798149707	0.43663601919884343	0.175	0.041666666666666664	0.3333333333333333
FCC	GPT-5.5	GPT-5.6-Sol	llm_judge_vs_llm_judge	120	120	0.5472220178746542	0.6031339773491233	0.5128419942859251	0.645664182574673	0.41088909933991646	0.7297535512455122	0.6166666666666667	0.30833333333333335	0.025
FCC	GPT-5.5	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	119	0.18215596349589774	0.19489611623639655	0.1353903836185097	0.26969983606514136	-0.04991710947759666	0.43212781175427706	0.21008403361344538	0.05042016806722689	0.2857142857142857
FCC	GPT-5.5	GLM-5	llm_judge_vs_llm_judge	120	120	0.2017599897602437	0.27352304619468215	0.17554945190143167	0.35803151262999733	-0.06284740619429646	0.4665228293545412	0.2	0.041666666666666664	0.2916666666666667
FCC	GPT-5.6-Sol	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	119	0.1979088048798369	0.1926614513457612	0.12884405501936824	0.31152799142451676	-0.046340373461247475	0.47442842423420234	0.19327731092436976	0.04201680672268908	0.31092436974789917
FCC	GPT-5.6-Sol	GLM-5	llm_judge_vs_llm_judge	120	120	0.16281123195537409	0.19381591760642972	0.12232473101318171	0.2579892276015446	-0.05346772519079952	0.4109535897883043	0.13333333333333333	0.03333333333333333	0.2916666666666667
FCC	DeepSeek-V4-Pro	GLM-5	llm_judge_vs_llm_judge	120	119	0.14267990551179208	0.1579015477220098	0.0628930817610063	0.22222645611517075	-0.04450870917977681	0.345190346044823	0.13445378151260504	0.07563025210084033	0.31932773109243695
C_RWR	Resident physician	Attending physician	physician_title_vs_physician_title	120	120	0.2668407487182343	0.303030303030303	0.19999999999999998	0.3515151515151515	0.04242424242424241	0.5151515151515151	0.275	0.125	0.21666666666666667
C_RWR	Resident physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	120	0.315166360572096	0.3373875767424358	0.24924127290882647	0.41337576970244394	0.07982454343529559	0.5536176246417404	0.3333333333333333	0.15833333333333333	0.16666666666666666
C_RWR	Resident physician	GPT-5.5	physician_title_vs_llm_judge	120	120	0.49381352959927793	0.5304054624561467	0.48286137523003797	0.5531940447488588	0.3350211856850579	0.6996266685032981	0.5583333333333333	0.25	0.075
C_RWR	Resident physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	120	0.5195971295429627	0.5454545454545454	0.5030303030303029	0.6	0.3939393939393939	0.6975001165352912	0.5916666666666667	0.24166666666666667	0.041666666666666664
C_RWR	Resident physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	119	0.1771757350618325	0.17792750455055614	0.09118583155200968	0.27609440361293197	-0.04248881524092346	0.44321746092886255	0.18487394957983194	0.07563025210084033	0.31092436974789917
C_RWR	Resident physician	GLM-5	physician_title_vs_llm_judge	120	120	0.17672590114871192	0.20664649553472747	0.08898984166292194	0.282080662891405	-0.05539393022093346	0.4198938757585755	0.18333333333333332	0.041666666666666664	0.275
C_RWR	Attending physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	120	0.4057871626569843	0.41691116899153347	0.3505170232819626	0.5046751130152641	0.22088243395885687	0.6059824858735496	0.425	0.15833333333333333	0.09166666666666666
C_RWR	Attending physician	GPT-5.5	physician_title_vs_llm_judge	120	120	0.450575149666196	0.4573255749893281	0.4268372033233729	0.5183023183212386	0.31997350577357647	0.6227582931038177	0.425	0.20833333333333334	0.058333333333333334
C_RWR	Attending physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	120	0.45575702215964753	0.48484848484848475	0.4521977784343511	0.531152277975745	0.29696969696969694	0.6332572331613594	0.4666666666666667	0.175	0.06666666666666667
C_RWR	Attending physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	119	0.19957415258069156	0.2249250511616239	0.14155521462623263	0.2909286827258562	0.015456200781904956	0.4362374033762087	0.20168067226890757	0.025210084033613446	0.21008403361344538
C_RWR	Attending physician	GLM-5	physician_title_vs_llm_judge	120	120	0.1738768381821566	0.21561541217793423	0.13373720176828233	0.269752900470193	-0.045418617309620775	0.4313244075946755	0.20833333333333334	0.03333333333333333	0.3
C_RWR	Associate-chief/chief physician	GPT-5.5	physician_title_vs_llm_judge	120	120	0.5986072458482327	0.6503293807641632	0.5987869605248637	0.7112494861056755	0.46166778970940964	0.7686544669107959	0.725	0.45	0.025
C_RWR	Associate-chief/chief physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	120	0.5167393814017105	0.5579253131478181	0.46200821319684915	0.6189017730851167	0.353961249820757	0.7044385886148834	0.5583333333333333	0.25833333333333336	0.016666666666666666
C_RWR	Associate-chief/chief physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	119	0.16466819638545185	0.1923361465051267	0.10053941056582279	0.2584822823138011	-0.041425165080214564	0.4006284035587702	0.14285714285714285	0.025210084033613446	0.31092436974789917
C_RWR	Associate-chief/chief physician	GLM-5	physician_title_vs_llm_judge	120	120	0.17130828617963356	0.2366659042908058	0.16527054092122614	0.30475335933732445	-0.04211958269282176	0.4245481661301565	0.18333333333333332	0.025	0.275
C_RWR	GPT-5.5	GPT-5.6-Sol	llm_judge_vs_llm_judge	120	120	0.5158853598901615	0.5415542736201774	0.4901041842148165	0.6042944785276074	0.345750343516503	0.702292073195155	0.55	0.25833333333333336	0.041666666666666664
C_RWR	GPT-5.5	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	119	0.18580457886807697	0.19512557866211336	0.14425805184879656	0.25429582795367284	-0.030536216570497834	0.41814330908526	0.21008403361344538	0.06722689075630252	0.2773109243697479
C_RWR	GPT-5.5	GLM-5	llm_judge_vs_llm_judge	120	120	0.21767593223200085	0.25038284928851123	0.17508858745414077	0.31078218096968574	0.012533522421597956	0.4739413380162006	0.225	0.058333333333333334	0.225
C_RWR	GPT-5.6-Sol	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	119	0.21947258376907153	0.23993621243715582	0.12158110873601292	0.3324861331376797	-0.017075368576859252	0.4657482839726432	0.2184873949579832	0.05042016806722689	0.2689075630252101
C_RWR	GPT-5.6-Sol	GLM-5	llm_judge_vs_llm_judge	120	120	0.14797975424231172	0.20215629312799144	0.10491328039442263	0.27394690053949694	-0.10663076132160171	0.3880059077467194	0.15	0.016666666666666666	0.31666666666666665
C_RWR	DeepSeek-V4-Pro	GLM-5	llm_judge_vs_llm_judge	120	119	0.14223759837863753	0.12804878048780488	0.0628930817610063	0.19077735873517274	-0.09891338480319335	0.36557347720436184	0.16806722689075632	0.06722689075630252	0.3277310924369748
information_repair	Resident physician	Attending physician	physician_title_vs_physician_title	120	105	0.22513770896254437	0.24375476088166695	0.13149908583917033	0.34675088782466396	-0.07143408331772452	0.5106406566912542	0.2857142857142857	0.12380952380952381	0.3142857142857143
information_repair	Resident physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	105	0.34236369015925994	0.35385507575015274	0.27499767613816417	0.47786212493709634	0.09845289147069951	0.6358509278431734	0.3523809523809524	0.19047619047619047	0.2
information_repair	Resident physician	GPT-5.5	physician_title_vs_llm_judge	120	104	0.5256167278003964	0.5802261755056658	0.49876959131132104	0.6498713738485261	0.33999488213734963	0.7051701739910434	0.5961538461538461	0.2692307692307692	0.028846153846153848
information_repair	Resident physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	105	0.4608983881076381	0.4889614234525168	0.42243359114986245	0.5521472392638037	0.2874738720052164	0.6789022571231583	0.4666666666666667	0.22857142857142856	0.08571428571428572
information_repair	Resident physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	104	0.19774136200157302	0.17350845105663437	0.08614964997189092	0.2704533725827384	-0.003641785203646149	0.46706602037564393	0.20192307692307693	0.019230769230769232	0.25
information_repair	Resident physician	GLM-5	physician_title_vs_llm_judge	120	105	0.14563515521894077	0.1500235317666772	0.05539117094069973	0.2576118220754889	-0.09697622757528537	0.4165011326193405	0.1619047619047619	0.06666666666666667	0.3047619047619048
information_repair	Attending physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	105	0.3377599866896762	0.386510341261963	0.26622262412632747	0.435291487083293	0.11286652959662007	0.5939725079075343	0.3619047619047619	0.17142857142857143	0.2
information_repair	Attending physician	GPT-5.5	physician_title_vs_llm_judge	120	104	0.42240423712213426	0.4784725783047741	0.3962538566516589	0.5385144031155943	0.2476649878142128	0.6441376413315482	0.47115384615384615	0.21153846153846154	0.125
information_repair	Attending physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	105	0.4083548991431928	0.4862113893683642	0.4106603249837063	0.5443654172013671	0.17949718645557355	0.654437310920522	0.47619047619047616	0.20952380952380953	0.13333333333333333
information_repair	Attending physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	104	0.20095350664190306	0.23102868316899647	0.1467979653971585	0.26902653593184045	0.030518615656907815	0.4078937799808905	0.18269230769230768	0.028846153846153848	0.23076923076923078
information_repair	Attending physician	GLM-5	physician_title_vs_llm_judge	120	105	0.18065318135343872	0.2177955097587251	0.12391509486312718	0.2809262820749697	-0.06968868015165987	0.45538677106674036	0.19047619047619047	0.0380952380952381	0.29523809523809524
information_repair	Associate-chief/chief physician	GPT-5.5	physician_title_vs_llm_judge	120	104	0.5277750514150699	0.5682172956533134	0.5064823877856371	0.6468302892389339	0.34592943958626765	0.7375950838590299	0.5961538461538461	0.3076923076923077	0.038461538461538464
information_repair	Associate-chief/chief physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	105	0.47275675364480463	0.5030960048162894	0.4057326039018135	0.5802579687451681	0.3076937642342841	0.7004282867150313	0.5047619047619047	0.2571428571428571	0.06666666666666667
information_repair	Associate-chief/chief physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	104	0.16547989952586487	0.18149704482684836	0.07614400116955555	0.25846276195679857	-0.05860807868095466	0.42824607525339664	0.14423076923076922	0.038461538461538464	0.3076923076923077
information_repair	Associate-chief/chief physician	GLM-5	physician_title_vs_llm_judge	120	105	0.14263880390081143	0.19051586888313604	0.1182211503553181	0.25816993464052285	-0.0736569563735987	0.41994945542824774	0.1619047619047619	0.0380952380952381	0.3142857142857143
information_repair	GPT-5.5	GPT-5.6-Sol	llm_judge_vs_llm_judge	120	104	0.5363340623057279	0.5691054202481227	0.495696212558714	0.6390585212427782	0.4129354264357594	0.7081384183227999	0.5865384615384616	0.27884615384615385	0.028846153846153848
information_repair	GPT-5.5	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	103	0.21034261645458363	0.2782596129669284	0.16135520741079257	0.3558349173522833	-0.06690468745515554	0.4793438446853878	0.21359223300970873	0.05825242718446602	0.2621359223300971
information_repair	GPT-5.5	GLM-5	llm_judge_vs_llm_judge	120	104	0.19340974703841893	0.24090359720030047	0.14249300542658377	0.2965842640674732	-0.08370905226746003	0.47493851778987495	0.22115384615384615	0.08653846153846154	0.28846153846153844
information_repair	GPT-5.6-Sol	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	104	0.2013310069937267	0.20101066907180204	0.13336095734120626	0.258224817213122	-0.013744682050329821	0.4200261478375308	0.19230769230769232	0.08653846153846154	0.28846153846153844
information_repair	GPT-5.6-Sol	GLM-5	llm_judge_vs_llm_judge	120	105	0.15140358696925385	0.1775916385724837	0.08067202845844908	0.29041930245041664	-0.058696727088374916	0.3843668599554346	0.1619047619047619	0.047619047619047616	0.29523809523809524
information_repair	DeepSeek-V4-Pro	GLM-5	llm_judge_vs_llm_judge	120	104	0.14543997636415731	0.1509994658596009	0.019295876130185994	0.2516471135331669	-0.11393651540256289	0.3585571470473412	0.1346153846153846	0.0673076923076923	0.36538461538461536
constraint_navigation	Resident physician	Attending physician	physician_title_vs_physician_title	120	89	0.24118948336761778	0.23152202596493301	0.16233766233766234	0.33038796924228336	0.030677155956992445	0.4593745513922587	0.2247191011235955	0.0898876404494382	0.23595505617977527
constraint_navigation	Resident physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	84	0.38286124824420126	0.433289122413121	0.35510949070562176	0.5169944127094812	0.18083565270563448	0.6299892939723015	0.42857142857142855	0.14285714285714285	0.11904761904761904
constraint_navigation	Resident physician	GPT-5.5	physician_title_vs_llm_judge	120	80	0.4755145167744037	0.5546768696008566	0.46335818131182094	0.6106185677891148	0.3025389110309338	0.6950003088341413	0.5875	0.2375	0.0875
constraint_navigation	Resident physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	89	0.4089196303200287	0.4622431169709203	0.361994154214858	0.5510560257419326	0.2346110941082843	0.6428695435311895	0.43820224719101125	0.15730337078651685	0.12359550561797752
constraint_navigation	Resident physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	89	0.15307424303365058	0.1914158284464609	0.10591951708433571	0.24956791545990356	-0.040022240757904205	0.3956964460404095	0.0898876404494382	0.0449438202247191	0.29213483146067415
constraint_navigation	Resident physician	GLM-5	physician_title_vs_llm_judge	120	83	0.27444519153125474	0.2810913475705226	0.20847016133176113	0.38478973966674174	0.04973998926497984	0.5310476779369099	0.3132530120481928	0.08433734939759036	0.20481927710843373
constraint_navigation	Attending physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	84	0.3738025688329447	0.369544394018829	0.3176774111070084	0.48889488215756316	0.12850989560460402	0.5781052347701441	0.38095238095238093	0.13095238095238096	0.09523809523809523
constraint_navigation	Attending physician	GPT-5.5	physician_title_vs_llm_judge	120	80	0.35962840037104715	0.38563273920604	0.3195211260621119	0.5055152782453616	0.12068633220937391	0.6152236210834142	0.4	0.175	0.1625
constraint_navigation	Attending physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	89	0.3756443541089225	0.38169051034528706	0.30677700957861664	0.49503663027732514	0.18725633517970774	0.6165812304904387	0.39325842696629215	0.16853932584269662	0.1348314606741573
constraint_navigation	Attending physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	89	0.1908274383628078	0.1792013470092288	0.12474253319729148	0.2603502603503905	0.0	0.3963323184426461	0.14606741573033707	0.056179775280898875	0.24719101123595505
constraint_navigation	Attending physician	GLM-5	physician_title_vs_llm_judge	120	83	0.21294540035706336	0.2741411574957851	0.1687027761327963	0.3307692307692308	-0.055394021923201406	0.41853621437640437	0.1686746987951807	0.03614457831325301	0.27710843373493976
constraint_navigation	Associate-chief/chief physician	GPT-5.5	physician_title_vs_llm_judge	120	79	0.5612724682714514	0.6266666666666667	0.563436169819011	0.687386354243376	0.42501547167091036	0.7957099933031584	0.7088607594936709	0.379746835443038	0.10126582278481013
constraint_navigation	Associate-chief/chief physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	84	0.47910802526169766	0.5570832843594953	0.426320781786968	0.6155341133148815	0.2935168423750577	0.6781820277599646	0.5238095238095238	0.21428571428571427	0.07142857142857142
constraint_navigation	Associate-chief/chief physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	84	0.17087712869523064	0.16576736568952893	0.08295018954139967	0.2773196343893595	-0.014231547999166434	0.3614333265502294	0.11904761904761904	0.047619047619047616	0.2619047619047619
constraint_navigation	Associate-chief/chief physician	GLM-5	physician_title_vs_llm_judge	120	78	0.1748894309932539	0.2084875972073649	0.08626621856275073	0.29529280739598596	-0.10404164767808263	0.4400828707279838	0.19230769230769232	0.0641025641025641	0.32051282051282054
constraint_navigation	GPT-5.5	GPT-5.6-Sol	llm_judge_vs_llm_judge	120	80	0.5398347406230226	0.5651638686856938	0.5360648584317824	0.6299450970944984	0.4263933694954778	0.7205847187831786	0.6875	0.325	0.05
constraint_navigation	GPT-5.5	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	80	0.12823439512208612	0.17152228228306035	0.062112999374994156	0.22524154283911546	-0.11186513826306096	0.3329259957795945	0.1375	0.0	0.325
constraint_navigation	GPT-5.5	GLM-5	llm_judge_vs_llm_judge	120	74	0.21750014121403596	0.24428870835140193	0.1326031296861396	0.3330035288266034	-0.05953025873132818	0.532482164134904	0.28378378378378377	0.10810810810810811	0.2972972972972973
constraint_navigation	GPT-5.6-Sol	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	89	0.12972559562408606	0.10408546618661162	0.013344012817090594	0.1613743060919757	-0.09061915769440534	0.3419354838709677	0.10112359550561797	0.033707865168539325	0.3707865168539326
constraint_navigation	GPT-5.6-Sol	GLM-5	llm_judge_vs_llm_judge	120	83	0.17548979475462254	0.18781205660633707	0.143576830751316	0.2624997436527193	-0.07466781157842546	0.40163189757651996	0.1686746987951807	0.04819277108433735	0.30120481927710846
constraint_navigation	DeepSeek-V4-Pro	GLM-5	llm_judge_vs_llm_judge	120	83	0.09751177251851158	0.083711000714693	-0.031128640318234514	0.2282766956670531	-0.1463333009331172	0.31413250548667637	0.10843373493975904	0.024096385542168676	0.40963855421686746
dynamic_reprioritization	Resident physician	Attending physician	physician_title_vs_physician_title	120	48	0.23116799968871868	0.26176949455861	0.1518691879720909	0.3404972053974435	0.026518458959848112	0.5499967358112041	0.2916666666666667	0.10416666666666667	0.25
dynamic_reprioritization	Resident physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	48	0.2724579760240436	0.23527606912198493	0.1200144195604519	0.42463347589441675	0.03782056461727875	0.5141947335363642	0.2916666666666667	0.10416666666666667	0.20833333333333334
dynamic_reprioritization	Resident physician	GPT-5.5	physician_title_vs_llm_judge	120	48	0.4247182473679949	0.5065699753861164	0.3524536884251207	0.5662208585049305	0.2414384192721078	0.6487470062642908	0.5	0.14583333333333334	0.08333333333333333
dynamic_reprioritization	Resident physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	48	0.4935482579434405	0.5184245372908776	0.41635208250202566	0.6529732656735883	0.2887863296917454	0.7092291998061306	0.5416666666666666	0.2708333333333333	0.0625
dynamic_reprioritization	Resident physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	47	0.1315409311000847	0.17083711406795904	0.0698152443549262	0.2298846248556652	-0.10675499238334353	0.3564767302085785	0.10638297872340426	0.02127659574468085	0.3191489361702128
dynamic_reprioritization	Resident physician	GLM-5	physician_title_vs_llm_judge	120	46	0.1566028501063461	0.19702700163178832	0.09850530840567433	0.29034995801866725	-0.07322896739680186	0.38678752922568804	0.08695652173913043	0.021739130434782608	0.30434782608695654
dynamic_reprioritization	Attending physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	48	0.385022772500599	0.4081352903632053	0.30302160763142805	0.5505867662228084	0.15318018647184306	0.6152900721892329	0.375	0.16666666666666666	0.125
dynamic_reprioritization	Attending physician	GPT-5.5	physician_title_vs_llm_judge	120	48	0.4012856946309926	0.45023668061542976	0.3417203882989618	0.5694640267790191	0.2429543829818251	0.6416545082424694	0.4375	0.125	0.16666666666666666
dynamic_reprioritization	Attending physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	48	0.40255845774428134	0.49846614149368584	0.3935108690545047	0.5727349749707654	0.262207829537552	0.6141184098364756	0.5	0.14583333333333334	0.08333333333333333
dynamic_reprioritization	Attending physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	47	0.15017735634782556	0.15514099295665604	0.04811252243246881	0.2551602780399378	-0.056924395160588524	0.29431354008998767	0.14893617021276595	0.0851063829787234	0.3191489361702128
dynamic_reprioritization	Attending physician	GLM-5	physician_title_vs_llm_judge	120	46	0.18605327742910283	0.23561141742667913	0.15230064305321395	0.34536786977941347	0.032106671629192944	0.4291481879170601	0.1956521739130435	0.043478260869565216	0.2391304347826087
dynamic_reprioritization	Associate-chief/chief physician	GPT-5.5	physician_title_vs_llm_judge	120	48	0.5545781304867293	0.5740051637526924	0.5176046520643864	0.6276347064144459	0.43321337044855407	0.7134159767657937	0.6458333333333334	0.2708333333333333	0.020833333333333332
dynamic_reprioritization	Associate-chief/chief physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	48	0.4973702682707694	0.5662372887910747	0.5068177581705682	0.6359115168116126	0.38388929918190534	0.6715442771825821	0.625	0.22916666666666666	0.0625
dynamic_reprioritization	Associate-chief/chief physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	47	0.127421759870825	0.20002520002530005	0.029605903874312584	0.2559041896401484	-0.04930901920273449	0.36263222517942345	0.10638297872340426	0.0	0.3191489361702128
dynamic_reprioritization	Associate-chief/chief physician	GLM-5	physician_title_vs_llm_judge	120	46	0.13435450067038304	0.12433140960246683	-0.08459098688756271	0.3240792327835692	-0.14856267658985592	0.37940941987910415	0.21739130434782608	0.021739130434782608	0.391304347826087
dynamic_reprioritization	GPT-5.5	GPT-5.6-Sol	llm_judge_vs_llm_judge	120	48	0.47248948686664827	0.5262096331891555	0.41091152376224027	0.5693625893606528	0.3127840726526759	0.6598492148917198	0.5208333333333334	0.22916666666666666	0.041666666666666664
dynamic_reprioritization	GPT-5.5	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	47	0.15487447362694876	0.14874609454041354	0.00952616195302258	0.2839809171235324	-0.05605837990403623	0.38278997385495167	0.14893617021276595	0.02127659574468085	0.2978723404255319
dynamic_reprioritization	GPT-5.5	GLM-5	llm_judge_vs_llm_judge	120	46	0.19165962000133777	0.20215135485217714	0.09779571287548078	0.3085614572840646	-0.017826697865555595	0.4056545374263111	0.15217391304347827	0.06521739130434782	0.2608695652173913
dynamic_reprioritization	GPT-5.6-Sol	DeepSeek-V4-Pro	llm_judge_vs_llm_judge	120	47	0.12914593751671521	0.06330255116004463	-0.03491214937042566	0.22001967620975826	-0.09238034174450187	0.3833558688565981	0.19148936170212766	0.02127659574468085	0.425531914893617
dynamic_reprioritization	GPT-5.6-Sol	GLM-5	llm_judge_vs_llm_judge	120	46	0.0915090247173734	0.08118955147872076	-0.04003203845127178	0.18041205557904666	-0.1477791718102429	0.37224620995606117	0.21739130434782608	0.021739130434782608	0.391304347826087
dynamic_reprioritization	DeepSeek-V4-Pro	GLM-5	llm_judge_vs_llm_judge	120	45	0.12775647820972338	0.1934881858478136	-0.03352426172007557	0.2964324305999625	-0.11070186069251191	0.38348249442368515	0.08888888888888889	0.0	0.35555555555555557
execution_loop_repair	Resident physician	Attending physician	physician_title_vs_physician_title	120	42	0.04874701976429058	0.05509388922186244	-0.05665058101870387	0.18020595958188562	-0.22697508381210388	0.34254483059006	0.14285714285714285	0.09523809523809523	0.40476190476190477
execution_loop_repair	Resident physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	42	0.2313906805823359	0.3338983475973849	0.057642283589634066	0.4946922486953197	-0.04239521546682512	0.5268842040523242	0.35714285714285715	0.09523809523809523	0.2619047619047619
execution_loop_repair	Resident physician	GPT-5.5	physician_title_vs_llm_judge	120	41	0.3679388137699806	0.40843241002874764	0.2051136817715314	0.5171317388394795	0.15625305184722238	0.5792854976954718	0.3902439024390244	0.12195121951219512	0.07317073170731707
execution_loop_repair	Resident physician	GPT-5.6-Sol	physician_title_vs_llm_judge	120	42	0.3620023671318305	0.457165656634602	0.22168322394551368	0.5919078055939033	0.14755820200123476	0.640978916406293	0.4523809523809524	0.11904761904761904	0.11904761904761904
execution_loop_repair	Resident physician	DeepSeek-V4-Pro	physician_title_vs_llm_judge	120	41	0.11233448385198126	0.13801311186847082	-0.0032363984890859056	0.26645898949324454	-0.07396934513601643	0.33767555271603467	0.0975609756097561	0.0	0.36585365853658536
execution_loop_repair	Resident physician	GLM-5	physician_title_vs_llm_judge	120	41	0.17142323837766796	0.1561737618886061	0.07502274471726128	0.25357525810424353	0.03575078473833761	0.41140064502413576	0.17073170731707318	0.024390243902439025	0.24390243902439024
execution_loop_repair	Attending physician	Associate-chief/chief physician	physician_title_vs_physician_title	120	42	0.3554975522856325	0.4019702632306029	0.25503068522533534	0.4785984984029348	0.16621966675758698	0.6055668042885715	0.3333333333333333	0.19047619047619047	0.11904761904761904
execution_loop_repair	Attending physician	GPT-5.5	physician_title_vs_llm_judge	120	41	0.300798586065004	0.28408275715446385	0.16156641298394883	0.36810658084610626	0.09697622757528537	0.5383630039342737	0.2682926829268293	0.14634146341463414	0.12195121951219512
